student_id,CGPA,backlogs,skills_score,interview_score,resume_score,communication_score,consistency_score,time_management_score,hackathons_participated,projects_count,certifications_count,github_activity,internships_completed,selected
ST_04793,5.77,2,97,3,7,5,3,3,1,2,1,54,1,0
ST_04794,6.84,0,76,3,7,8,4,6,0,1,0,80,1,0
ST_04795,6.84,0,60,6,8,1,4,8,0,2,0,19,0,0
ST_04796,6.94,0,76,9,6,4,1,5,0,1,0,68,2,1
ST_04797,6.24,0,79,7,10,5,9,1,0,3,1,24,0,0
ST_04798,9.02,0,42,7,5,9,9,5,0,4,1,15,0,1
ST_04799,6.05,0,90,7,4,1,7,3,2,2,1,42,0,1
ST_04800,8.36,0,95,1,8,9,2,4,0,3,3,81,1,1
ST_04801,6.06,2,80,4,9,6,3,10,0,2,0,58,3,0
ST_04802,5.82,2,60,9,9,3,7,7,1,3,3,72,2,0
ST_04803,9.59,2,65,4,4,3,1,3,0,3,1,34,2,0
ST_04804,6.36,0,63,7,9,4,3,1,1,4,0,9,0,0
ST_04805,9.2,0,85,2,2,5,4,8,3,2,3,98,0,1
ST_04806,7.95,2,92,6,7,9,5,4,3,2,1,100,1,1
ST_04807,5.85,0,99,5,4,6,7,3,0,2,0,18,0,0
ST_04808,9.8,0,91,10,4,5,9,6,0,1,0,12,2,1
ST_04809,6.61,1,73,2,8,6,2,10,2,1,0,99,1,0
ST_04810,9.37,1,71,3,3,6,6,4,0,3,3,88,3,1
ST_04811,6.26,0,66,3,5,9,2,7,0,0,0,68,0,0
ST_04812,9.34,0,86,3,5,10,10,7,0,2,3,80,0,1
ST_04813,5.56,0,100,5,3,7,2,3,0,1,0,33,1,0
ST_04814,7.8,0,69,10,4,7,10,2,3,1,0,42,0,1
ST_04815,8.96,0,43,9,9,4,5,4,1,3,0,86,1,1
ST_04816,9.71,0,41,7,3,5,5,10,0,3,1,66,0,1
ST_04817,9.59,0,62,6,10,7,1,6,1,2,0,9,0,1
ST_04818,9.19,0,94,4,9,8,8,10,0,1,1,31,0,1
ST_04819,9.5,0,80,5,10,6,8,3,2,1,0,96,0,1
ST_04820,6.4,0,99,6,1,8,1,9,0,1,2,70,1,1
ST_04821,6.78,0,43,8,5,9,6,10,0,1,2,12,0,0
ST_04822,6.8,0,76,9,5,1,9,7,0,0,0,37,0,0
ST_04823,7.2,0,50,2,9,4,5,6,0,2,2,10,0,0
ST_04824,7.27,1,75,8,8,9,7,4,0,1,2,14,0,1
ST_04825,7.95,0,75,8,7,5,6,4,0,2,1,86,0,0
ST_04826,6.22,2,54,7,1,4,1,4,3,1,0,82,0,0
ST_04827,8.61,1,76,4,7,9,3,9,2,1,1,7,1,1
ST_04828,6.25,0,42,9,2,2,7,10,1,0,2,48,1,0
ST_04829,6.9,2,87,7,9,2,8,3,2,4,0,87,1,0
ST_04830,7.77,0,69,5,3,8,7,3,2,2,0,65,2,1
ST_04831,9.08,0,96,4,9,8,1,7,1,0,0,29,0,1
ST_04832,8.83,0,62,6,5,5,3,3,0,2,0,43,1,0
ST_04833,8.4,0,72,6,4,6,2,10,2,3,0,53,2,1
ST_04834,6.2,0,40,9,5,5,4,4,0,2,0,96,0,1
ST_04835,7.96,0,40,7,2,8,3,8,0,2,0,82,1,0
ST_04836,5.89,0,42,1,8,6,9,5,0,0,0,30,0,0
ST_04837,7.2,0,48,4,8,6,6,4,0,2,0,23,0,0
ST_04838,7.36,0,100,4,8,7,6,5,2,2,1,85,1,1
ST_04839,5.68,0,71,5,8,2,6,9,1,2,2,38,0,0
ST_04840,6.73,1,52,5,7,9,9,3,2,3,0,92,0,0
ST_04841,9.8,0,95,10,2,3,9,9,1,1,0,33,0,1
ST_04842,9.79,0,84,4,8,9,9,3,0,1,0,60,0,1
ST_04843,7.09,0,70,3,6,10,4,8,1,3,2,3,0,0
ST_04844,5.69,0,96,6,5,5,6,6,0,2,1,49,1,0
ST_04845,6.31,0,60,2,2,1,9,5,0,0,0,52,1,0
ST_04846,7.26,3,62,9,3,10,6,6,1,1,1,80,1,0
ST_04847,9.77,0,52,6,4,4,8,4,1,3,0,27,0,1
ST_04848,6.14,1,65,5,4,6,8,4,1,0,0,37,3,0
ST_04849,8.94,1,64,3,5,3,5,9,0,0,0,3,1,0
ST_04850,5.99,0,92,4,2,6,3,8,1,1,0,15,0,0
ST_04851,9.92,2,47,6,9,1,6,10,0,3,1,41,2,0
ST_04852,7.22,0,79,3,9,10,5,5,0,3,1,42,1,1
ST_04853,8.99,2,69,10,9,10,3,6,0,2,1,63,1,1
ST_04854,7.04,0,90,7,5,9,6,9,0,2,1,99,0,1
ST_04855,8.32,0,44,5,4,9,4,4,0,1,1,30,0,1
ST_04856,6.36,3,63,10,9,4,6,2,0,1,1,78,2,0
ST_04857,6.16,0,49,1,8,2,7,6,1,3,1,8,1,0
ST_04858,9.72,1,58,9,7,8,1,9,0,0,0,99,1,1
ST_04859,9.63,0,74,9,5,7,6,6,0,1,1,67,1,1
ST_04860,9.49,0,61,1,8,1,8,7,0,2,3,82,2,1
ST_04861,8.31,0,78,4,5,6,10,5,2,0,1,33,0,1
ST_04862,9.14,3,94,4,2,10,3,9,2,2,1,87,1,0
ST_04863,5.81,0,77,10,6,5,2,8,0,2,0,10,0,0
ST_04864,7.01,0,46,8,2,2,7,9,0,2,2,34,1,0
ST_04865,6.91,0,78,2,10,5,10,1,0,1,2,27,1,0
ST_04866,8.36,3,59,7,9,6,4,10,0,1,2,91,0,0
ST_04867,7.1,0,79,8,7,10,7,3,0,2,0,10,1,0
ST_04868,6.17,0,95,3,3,6,9,7,0,4,2,37,0,1
ST_04869,8.18,0,71,10,10,2,8,4,0,1,0,97,0,1
ST_04870,9.16,0,41,3,8,1,2,1,1,4,1,14,0,1
ST_04871,7.22,1,54,9,1,4,10,3,0,2,1,60,0,0
ST_04872,6.1,0,49,8,9,4,6,5,0,3,2,7,0,0
ST_04873,6.39,0,60,1,7,9,3,7,2,0,2,100,0,0
ST_04874,6.57,0,54,2,10,1,2,1,2,1,2,64,1,1
ST_04875,6.85,0,73,4,2,10,10,6,2,0,2,23,1,0
ST_04876,8.39,0,74,6,8,1,3,5,0,1,1,49,1,0
ST_04877,8.2,1,90,3,6,8,7,9,0,4,2,9,0,1
ST_04878,8.63,0,44,4,6,5,6,8,0,0,0,16,2,0
ST_04879,7.13,0,95,4,4,9,9,7,0,2,1,77,1,1
ST_04880,9.21,0,58,10,5,6,3,4,0,0,0,0,0,0
ST_04881,6.42,1,46,7,9,10,3,9,2,2,2,10,2,1
ST_04882,7.61,0,92,7,7,3,8,3,3,0,3,40,0,1
ST_04883,9.1,2,85,7,1,1,3,3,1,0,0,2,1,0
ST_04884,6.31,0,83,4,2,10,4,10,1,1,1,16,0,0
ST_04885,5.99,0,97,5,1,6,10,4,0,2,0,63,0,0
ST_04886,9.48,0,81,4,9,3,10,7,1,0,0,74,2,1
ST_04887,7.04,0,81,9,10,4,8,9,2,1,1,87,0,1
ST_04888,8.58,2,75,4,1,3,3,7,1,0,0,99,0,0
ST_04889,5.61,0,57,1,3,7,7,5,0,4,0,32,2,0
ST_04890,8.61,0,45,8,6,9,5,7,0,2,1,31,2,1
ST_04891,6.92,0,91,6,6,5,9,1,0,2,0,24,1,0
ST_04892,5.75,0,43,2,9,6,1,7,0,2,1,90,0,0
ST_04893,8.24,1,44,1,9,5,4,1,2,0,0,46,0,0
ST_04894,6.58,2,53,10,4,3,3,4,1,2,2,42,1,0
ST_04895,7.24,0,80,7,1,3,9,3,1,0,1,80,0,0
ST_04896,5.86,0,86,8,10,4,7,2,0,1,1,80,0,1
ST_04897,6.16,0,72,10,9,5,5,8,0,2,0,56,1,1
ST_04898,6.84,2,92,9,2,7,10,1,0,2,0,39,0,0
ST_04899,5.9,3,60,4,10,9,1,5,1,0,3,67,0,0
ST_04900,9.6,3,52,7,10,5,8,1,0,0,1,81,0,0
ST_04901,5.53,0,41,5,4,2,1,7,3,2,0,74,0,0
ST_04902,7.68,0,54,2,7,9,1,3,1,2,2,40,0,0
ST_04903,6.05,0,86,3,2,5,3,6,1,0,0,39,0,0
ST_04904,6.88,0,55,8,9,6,1,7,2,0,1,75,0,1
ST_04905,9.67,0,74,10,5,9,3,10,3,3,0,36,1,1
ST_04906,6.23,0,84,5,10,4,5,1,0,2,0,73,2,0
ST_04907,9.85,0,59,3,9,3,2,10,1,4,0,14,0,1
ST_04908,6.43,0,40,8,9,4,5,7,0,1,0,57,1,0
ST_04909,8.84,0,97,7,8,8,10,8,0,1,1,57,0,1
ST_04910,7.96,0,85,7,3,7,6,1,0,1,2,10,0,0
ST_04911,9.48,0,42,7,9,7,5,10,1,2,3,97,0,1
ST_04912,7.99,0,56,5,3,1,8,3,0,0,1,98,1,0
ST_04913,7.91,0,56,4,9,2,6,8,1,0,0,7,1,0
ST_04914,6.38,0,80,6,2,3,4,6,1,0,2,30,1,0
ST_04915,6.25,1,59,6,7,1,2,2,1,2,1,14,0,0
ST_04916,9.62,0,59,6,2,9,8,2,0,1,0,92,0,1
ST_04917,6.98,0,43,8,5,9,9,6,1,2,0,78,1,0
ST_04918,7.17,0,50,6,2,5,8,7,0,3,2,63,0,1
ST_04919,8.92,2,54,10,8,4,10,3,0,2,1,30,1,0
ST_04920,7.02,0,96,4,2,3,9,7,3,1,3,6,1,1
ST_04921,9.78,0,84,10,9,9,1,8,0,4,2,93,1,1
ST_04922,8.82,2,66,10,2,2,5,4,0,1,1,88,2,0
ST_04923,8.19,0,99,4,4,8,3,2,1,0,1,78,2,0
ST_04924,9.46,0,63,5,7,7,4,5,0,4,1,76,1,1
ST_04925,5.72,2,59,7,9,2,5,5,0,0,0,73,1,0
ST_04926,6.66,1,83,1,3,3,10,10,1,2,1,18,0,0
ST_04927,7.59,0,54,1,2,2,1,9,0,1,2,48,2,0
ST_04928,6.52,2,45,5,6,3,2,1,0,2,2,14,0,0
ST_04929,8.85,0,57,5,1,4,8,2,1,2,1,2,0,0
ST_04930,9.64,0,61,1,5,5,10,5,1,1,0,17,0,0
ST_04931,7.41,0,88,7,8,2,6,10,1,2,0,21,0,1
ST_04932,7.04,0,60,7,3,7,9,7,2,2,0,100,1,0
ST_04933,9.83,0,63,4,5,4,2,4,0,1,3,95,1,0
ST_04934,7.5,3,56,2,9,1,6,8,1,1,1,94,0,0
ST_04935,7.7,0,50,2,1,4,9,7,1,1,1,73,0,0
ST_04936,7.08,0,57,4,9,9,1,4,0,3,2,44,2,1
ST_04937,9.59,0,74,2,1,5,10,1,3,2,1,20,1,1
ST_04938,8.06,0,94,1,4,2,10,10,2,3,1,33,2,1
ST_04939,8.93,0,70,1,1,6,8,6,0,0,1,92,0,0
ST_04940,9.15,0,67,8,8,7,4,1,1,0,1,73,1,1
ST_04941,7.04,1,63,2,7,2,5,7,1,0,2,27,0,0
ST_04942,7.45,1,75,9,3,10,5,3,0,0,0,53,0,0
ST_04943,9.32,0,84,2,5,2,4,7,2,2,2,9,0,1
ST_04944,7.13,0,63,4,2,10,3,6,1,4,2,31,0,0
ST_04945,9.07,0,72,7,10,3,3,10,1,1,2,77,0,1
ST_04946,9.73,0,90,7,5,10,5,5,0,4,0,31,3,1
ST_04947,8.3,0,69,10,5,4,1,7,0,0,0,51,0,0
ST_04948,8.84,0,91,8,9,5,4,5,0,3,0,29,0,1
ST_04949,9.12,0,76,3,5,3,9,10,1,0,2,55,0,0
ST_04950,9.3,0,52,1,2,4,2,2,1,3,2,71,0,0
ST_04951,7.28,2,55,4,3,7,1,9,0,0,0,100,1,0
ST_04952,5.73,0,87,3,6,6,9,1,0,3,0,18,0,0
ST_04953,7.31,0,82,4,1,2,10,10,0,1,2,21,1,0
ST_04954,8.53,0,48,6,6,7,7,6,1,1,0,87,0,0
ST_04955,7.53,0,89,1,5,2,5,10,1,1,3,27,1,0
ST_04956,8.87,0,86,1,2,3,8,10,0,1,1,40,1,0
ST_04957,7.11,0,52,2,2,1,8,8,0,2,3,42,2,0
ST_04958,8.36,0,46,10,2,6,5,9,0,4,1,68,2,1
ST_04959,6.34,1,74,10,3,10,2,7,0,2,0,72,1,0
ST_04960,8.87,1,83,3,10,4,3,6,1,2,0,71,0,0
ST_04961,7.96,0,65,5,2,9,2,1,0,0,2,58,1,1
ST_04962,6.42,0,89,9,3,4,6,10,0,2,0,55,1,1
ST_04963,6.81,0,48,6,9,10,2,3,1,1,1,81,2,1
ST_04964,8.87,0,74,5,3,6,3,9,3,3,1,39,0,1
ST_04965,7.67,0,63,8,7,8,4,9,3,1,3,76,0,1
ST_04966,6.47,0,72,1,3,5,2,3,3,2,0,69,1,0
ST_04967,9.85,0,60,7,6,3,1,8,1,1,1,15,0,1
ST_04968,8.72,0,92,8,9,9,7,3,1,1,0,17,0,1
ST_04969,9.81,0,61,9,6,3,1,6,1,1,1,41,0,1
ST_04970,7.42,0,78,9,4,9,10,3,2,1,1,80,1,1
ST_04971,7.64,1,58,8,5,2,7,6,3,1,0,1,3,0
ST_04972,9.54,2,83,10,8,8,5,4,0,0,2,81,0,0
ST_04973,7.86,0,85,3,8,6,2,6,0,3,0,63,0,1
ST_04974,8.68,0,84,6,7,9,9,9,0,0,1,10,0,1
ST_04975,6.63,0,71,5,5,5,6,3,1,3,1,54,0,0
ST_04976,7.51,0,44,3,9,4,7,6,1,0,1,1,1,0
ST_04977,6.06,0,51,2,1,2,9,3,2,0,0,1,1,0
ST_04978,6.43,0,79,2,4,1,8,10,0,2,2,56,0,0
ST_04979,5.5,0,45,10,10,4,8,10,0,2,0,17,1,0
ST_04980,5.68,0,57,10,7,8,3,5,3,1,1,85,1,1
ST_04981,9.9,1,46,10,5,10,8,6,0,2,0,15,0,1
ST_04982,6.59,0,58,4,4,9,4,9,0,1,1,26,0,0
ST_04983,8.48,0,54,9,5,1,7,5,1,2,2,16,3,1
ST_04984,9.28,0,81,2,1,2,6,4,0,2,0,53,0,1
ST_04985,7.98,0,48,5,4,3,1,3,0,1,0,16,1,0
ST_04986,6.19,0,59,8,1,8,4,7,0,3,0,5,0,0
ST_04987,8.78,3,87,10,2,9,9,7,0,2,2,96,1,1
ST_04988,8.2,1,98,2,9,3,9,10,0,1,0,12,1,0
ST_04989,8.79,0,59,7,5,4,7,3,0,3,3,5,1,1
ST_04990,8.96,0,43,6,9,8,3,2,0,3,0,89,2,1
ST_04991,9.89,0,49,1,9,3,3,1,0,2,1,82,2,1
ST_04992,8.08,3,81,7,10,6,8,10,1,1,1,18,1,0
ST_04993,7.04,2,79,10,5,1,9,6,0,3,0,60,0,0
ST_04994,8.42,0,40,9,3,7,3,5,0,0,1,89,0,0
ST_04995,5.81,2,74,1,4,5,8,7,0,0,1,85,1,0
ST_04996,9.54,0,63,2,5,4,6,3,0,1,1,10,1,0
ST_04997,6.04,0,83,7,6,8,5,4,0,2,1,85,0,1
ST_04998,6.98,0,46,1,6,8,7,1,0,3,2,95,0,1
ST_04999,9.17,0,61,2,8,7,2,3,3,2,2,6,1,1
ST_05000,8.19,1,62,3,8,1,1,2,2,4,0,85,0,0
ST_05001,7.27,0,40,2,8,10,2,6,1,0,1,5,0,0
ST_05002,7.63,1,63,2,3,6,2,7,0,0,0,14,1,0
ST_05003,9.35,3,59,2,4,3,4,2,1,2,0,37,1,0
ST_05004,7.03,1,71,7,4,8,2,7,0,4,1,40,0,1
ST_05005,9.41,0,70,10,7,10,4,3,1,2,1,55,0,1
ST_05006,5.9,0,72,4,5,3,4,6,0,0,1,17,0,0
ST_05007,9.0,0,75,4,4,8,1,8,1,1,1,34,0,0
ST_05008,9.31,1,57,8,10,5,9,2,2,1,0,97,1,1
ST_05009,6.32,0,76,5,5,5,3,9,0,1,1,44,1,0
ST_05010,7.44,0,72,1,1,8,4,8,0,0,1,28,0,0
ST_05011,6.24,1,72,2,4,3,3,1,0,3,0,68,0,0
ST_05012,8.68,1,44,10,7,4,1,10,0,2,2,87,0,1
ST_05013,7.91,2,57,3,3,1,10,1,2,2,0,31,3,0
ST_05014,8.36,0,48,4,7,9,7,10,0,0,1,93,0,0
ST_05015,6.38,0,81,9,5,3,8,4,0,0,3,4,2,0
ST_05016,6.45,0,70,10,1,8,1,8,1,2,1,43,2,0
ST_05017,5.69,0,46,10,4,1,9,8,0,3,0,97,1,0
ST_05018,6.95,0,54,5,10,1,9,7,0,2,0,49,1,0
ST_05019,8.02,0,85,6,3,6,1,7,0,3,0,81,0,1
ST_05020,9.36,1,43,3,4,6,8,3,1,3,2,99,1,1
ST_05021,8.5,2,85,2,6,7,4,2,0,0,0,20,0,0
ST_05022,7.46,0,78,2,10,1,3,4,1,1,0,21,2,0
ST_05023,9.79,0,47,6,4,3,7,4,0,2,1,60,0,1
ST_05024,8.74,0,63,6,7,4,2,7,0,1,0,38,1,0
ST_05025,9.69,0,47,7,8,9,3,10,0,1,1,84,0,1
ST_05026,7.87,1,99,9,3,8,9,1,3,1,1,98,2,1
ST_05027,6.67,0,44,3,3,4,5,3,0,1,0,4,0,0
ST_05028,5.74,0,62,7,2,10,6,9,0,3,1,32,1,1
ST_05029,8.77,0,82,7,6,7,3,2,2,0,0,70,0,1
ST_05030,6.05,3,94,8,6,9,3,4,3,1,2,23,0,0
ST_05031,6.86,1,73,5,1,10,8,2,1,2,0,38,1,0
ST_05032,7.9,2,54,3,9,10,3,7,0,2,0,71,2,0
ST_05033,8.04,0,90,2,2,8,10,1,0,2,1,14,0,1
ST_05034,8.2,0,98,4,4,5,4,5,0,3,0,69,2,0
ST_05035,6.25,0,89,8,9,9,7,9,1,2,1,4,1,1
ST_05036,7.21,0,86,5,7,5,9,9,0,2,0,86,2,1
ST_05037,8.28,0,58,1,3,3,3,4,0,1,0,47,0,0
ST_05038,9.86,1,64,3,10,6,6,3,0,1,0,19,0,0
ST_05039,8.77,0,78,5,2,3,3,4,0,2,0,75,2,0
ST_05040,9.65,0,43,6,9,2,3,4,1,3,0,20,0,1
ST_05041,8.93,1,85,2,2,7,6,10,1,4,1,85,1,1
ST_05042,8.16,0,47,8,4,3,1,7,1,2,2,88,0,0
ST_05043,6.36,0,68,7,2,5,1,1,0,2,0,11,0,0
ST_05044,8.5,0,94,7,7,9,4,8,2,0,0,65,1,1
ST_05045,8.31,2,81,7,6,4,3,6,0,0,2,29,1,0
ST_05046,8.21,0,52,5,8,9,7,2,0,0,0,6,1,0
ST_05047,7.7,0,77,2,3,6,7,7,0,0,0,100,0,0
ST_05048,7.88,2,75,8,7,3,4,9,0,1,1,57,0,0
ST_05049,7.0,0,76,3,8,1,7,7,0,1,1,17,0,0
ST_05050,7.84,3,81,3,1,8,4,3,0,2,0,59,0,0
ST_05051,6.39,0,95,2,8,10,8,1,2,2,1,17,2,0
ST_05052,9.12,0,84,2,1,4,4,10,2,2,1,91,1,1
ST_05053,6.34,0,90,2,6,6,2,4,0,1,1,47,0,0
ST_05054,5.88,0,82,6,2,2,10,8,0,1,1,33,2,0
ST_05055,7.46,0,99,8,9,4,4,4,0,4,1,71,0,1
ST_05056,8.46,0,70,3,10,8,10,10,0,0,0,82,1,0
ST_05057,7.47,0,58,6,10,2,3,6,0,3,0,5,0,0
ST_05058,6.75,0,76,3,10,6,5,1,0,1,0,44,1,0
ST_05059,8.01,0,64,9,3,2,4,6,1,2,2,59,0,1
ST_05060,7.06,1,76,1,4,8,10,1,0,0,1,70,0,0
ST_05061,9.7,0,40,7,10,3,6,1,0,0,2,83,0,0
ST_05062,9.65,0,60,8,5,9,3,3,1,1,2,23,0,1
ST_05063,7.76,0,80,9,3,6,3,10,1,2,2,92,0,1
ST_05064,6.98,0,78,5,7,3,4,10,0,1,1,91,0,1
ST_05065,8.82,1,80,6,2,2,3,4,0,2,1,68,0,1
ST_05066,5.67,1,65,5,7,8,3,2,2,1,0,16,1,0
ST_05067,7.64,1,81,10,5,4,4,6,1,1,3,99,0,1
ST_05068,7.01,0,92,5,9,8,10,10,0,3,1,61,1,1
ST_05069,9.64,0,42,7,2,7,8,5,1,3,0,32,0,1
ST_05070,5.55,0,89,4,9,2,7,8,0,2,0,61,2,0
ST_05071,7.99,0,80,6,9,7,1,2,1,1,2,5,2,1
ST_05072,8.83,1,44,4,8,4,4,7,0,0,0,2,0,0
ST_05073,7.68,2,82,2,5,6,6,4,0,4,0,73,1,0
ST_05074,5.88,0,68,2,3,8,7,4,1,1,1,53,0,0
ST_05075,9.88,0,72,4,10,9,10,4,1,3,2,10,2,1
ST_05076,7.83,0,41,5,1,4,9,4,0,1,1,86,1,0
ST_05077,8.26,1,57,1,10,3,1,2,0,4,2,45,0,0
ST_05078,6.56,0,99,3,3,2,1,3,0,1,2,3,0,0
ST_05079,7.68,0,91,5,6,4,2,8,0,1,2,6,0,0
ST_05080,7.43,2,53,8,4,2,4,10,0,2,1,25,0,0
ST_05081,5.84,1,93,4,6,3,2,5,1,4,1,96,1,0
ST_05082,5.98,0,79,6,4,1,7,10,0,4,0,34,0,0
ST_05083,9.27,0,69,4,9,7,10,5,1,2,0,27,0,1
ST_05084,6.58,1,68,5,8,6,8,5,1,2,1,40,0,0
ST_05085,6.38,0,68,7,10,1,1,7,0,2,0,49,0,0
ST_05086,7.77,0,58,8,6,9,10,9,1,2,1,98,0,1
ST_05087,8.96,0,85,10,10,6,8,1,3,3,0,38,2,1
ST_05088,5.78,1,65,10,8,5,10,2,0,1,0,79,0,0
ST_05089,8.1,1,85,8,7,1,9,8,2,2,2,9,1,1
ST_05090,6.04,1,97,7,5,10,9,8,1,2,1,70,0,0
ST_05091,5.66,0,93,4,9,5,2,4,0,2,1,6,0,0
ST_05092,5.74,0,91,4,4,2,3,3,0,3,1,24,1,0
ST_05093,9.25,0,79,2,4,7,9,1,1,1,1,68,0,1
ST_05094,6.03,2,48,9,10,6,8,2,0,1,0,89,0,0
ST_05095,5.7,0,96,6,9,4,4,3,1,1,1,29,1,0
ST_05096,7.47,0,85,3,4,3,5,3,1,1,1,10,0,0
ST_05097,9.3,0,83,3,4,5,4,1,0,1,0,70,0,1
ST_05098,6.68,1,52,1,8,3,5,4,0,3,0,38,1,0
ST_05099,7.4,1,77,2,6,9,1,5,0,2,1,25,1,0
ST_05100,5.68,1,70,5,7,6,2,2,0,3,0,56,0,0
ST_05101,7.52,0,53,9,4,10,2,8,2,0,2,54,0,1
ST_05102,8.1,3,70,3,1,2,5,7,0,3,2,99,0,0
ST_05103,8.07,0,54,7,4,7,2,7,0,2,0,21,0,0
ST_05104,7.0,1,73,6,4,8,1,9,0,0,1,11,1,0
ST_05105,6.92,0,89,3,2,9,10,8,2,2,3,63,2,1
ST_05106,5.98,0,49,4,8,4,5,2,0,4,2,85,2,0
ST_05107,7.15,0,96,5,5,1,2,8,3,0,0,65,0,0
ST_05108,5.95,0,60,2,9,8,2,10,1,2,0,59,0,0
ST_05109,8.95,0,78,8,5,10,1,1,2,3,0,61,1,1
ST_05110,9.85,0,93,7,4,1,10,10,0,0,1,51,0,1
ST_05111,9.87,0,64,9,3,5,3,9,0,2,0,61,1,1
ST_05112,9.39,0,76,8,10,2,2,10,0,1,1,75,1,1
ST_05113,8.2,0,79,7,10,8,7,3,0,1,2,64,2,1
ST_05114,8.65,1,59,9,1,5,8,7,1,2,2,14,0,1
ST_05115,6.78,2,84,10,7,6,9,5,0,0,0,39,0,0
ST_05116,8.34,2,46,5,9,7,8,4,0,2,0,6,2,0
ST_05117,7.55,0,96,3,2,4,6,6,1,0,2,54,1,0
ST_05118,7.67,1,57,6,4,5,8,8,0,1,0,36,2,1
ST_05119,8.91,1,80,9,8,9,1,5,0,2,2,85,0,1
ST_05120,6.77,0,83,6,9,6,9,9,0,1,0,96,1,1
ST_05121,6.93,0,95,3,9,8,8,9,1,1,2,32,1,1
ST_05122,9.66,0,65,2,6,4,3,8,0,3,1,28,0,1
ST_05123,5.75,0,56,5,2,4,2,2,1,3,0,18,1,0
ST_05124,7.69,1,81,8,1,8,9,5,0,3,1,68,1,1
ST_05125,9.61,0,46,8,4,3,3,8,0,2,2,13,0,1
ST_05126,8.25,0,67,1,6,5,6,6,1,3,0,8,0,0
ST_05127,7.96,0,60,3,2,3,2,3,1,3,0,4,1,0
ST_05128,6.62,0,76,5,6,1,5,10,0,1,1,34,0,0
ST_05129,7.04,0,62,1,1,3,6,5,1,1,2,84,2,0
ST_05130,9.33,0,86,6,6,6,9,9,0,0,0,27,0,1
ST_05131,8.02,0,87,4,5,6,4,9,2,1,0,44,0,1
ST_05132,7.82,0,98,9,2,7,10,2,1,3,0,1,3,1
ST_05133,5.95,0,87,2,4,3,9,2,0,2,0,5,2,0
ST_05134,5.57,2,49,10,9,9,7,2,2,2,0,30,0,0
ST_05135,9.84,2,85,5,2,10,9,3,0,0,1,31,1,1
ST_05136,7.2,0,91,5,5,9,3,5,1,0,1,74,0,1
ST_05137,8.21,0,56,6,3,2,9,10,3,1,1,58,0,0
ST_05138,5.86,0,77,5,2,8,7,7,0,4,1,13,0,0
ST_05139,8.57,0,40,10,10,2,7,3,0,1,0,73,0,1
ST_05140,9.7,0,50,10,8,2,6,1,1,3,1,58,2,1
ST_05141,8.09,0,72,9,10,6,10,4,0,0,1,0,1,1
ST_05142,6.07,1,70,1,9,8,2,7,2,2,2,54,3,0
ST_05143,8.12,0,83,8,6,1,7,3,0,2,1,30,1,1
ST_05144,8.95,3,63,6,5,8,8,8,1,3,0,58,0,0
ST_05145,7.33,0,59,9,7,8,10,4,0,0,1,7,1,0
ST_05146,9.46,0,86,10,3,4,1,10,0,0,0,65,3,1
ST_05147,8.42,0,44,7,6,6,8,9,2,1,3,98,1,1
ST_05148,9.55,0,81,3,7,2,8,3,1,3,1,94,1,1
ST_05149,8.31,0,65,8,1,1,5,5,0,0,2,11,2,0
ST_05150,6.09,3,88,10,4,7,4,9,0,0,1,30,0,0
ST_05151,6.89,0,81,3,7,7,2,10,1,2,0,98,1,1
ST_05152,6.41,0,46,3,10,3,3,9,1,2,1,95,2,0
ST_05153,9.59,2,66,4,6,3,3,7,1,3,1,80,3,1
ST_05154,8.92,0,57,3,10,10,6,9,1,3,0,56,0,1
ST_05155,8.54,0,77,6,2,1,6,8,0,2,1,7,1,1
ST_05156,6.85,0,70,7,8,1,9,10,2,3,2,18,1,1
ST_05157,6.33,0,48,3,7,2,8,8,1,2,0,52,0,0
ST_05158,8.9,0,41,3,2,10,9,3,0,1,0,99,1,1
ST_05159,7.63,0,93,7,9,3,1,3,0,3,2,10,0,1
ST_05160,6.52,0,99,10,6,4,10,10,0,2,0,56,0,1
ST_05161,8.27,0,83,9,2,8,1,2,1,1,0,68,0,1
ST_05162,5.68,2,76,3,5,5,4,1,1,2,1,58,1,0
ST_05163,6.97,0,86,6,1,2,5,3,2,1,1,27,0,1
ST_05164,7.61,0,84,5,2,7,7,10,0,0,3,1,0,0
ST_05165,6.17,0,100,8,9,8,3,4,1,2,0,10,0,0
ST_05166,9.93,0,68,9,10,3,1,4,2,3,3,63,0,1
ST_05167,6.44,0,73,8,1,6,8,5,0,2,0,17,0,0
ST_05168,6.09,0,54,1,4,10,5,10,0,1,1,46,0,0
ST_05169,6.42,1,85,7,9,8,5,8,1,4,0,52,1,1
ST_05170,8.96,0,48,8,4,10,6,7,2,0,1,4,1,1
ST_05171,7.41,0,55,5,10,6,9,6,0,1,2,18,0,0
ST_05172,8.04,1,41,4,1,10,2,5,0,1,0,4,0,0
ST_05173,5.59,0,40,7,5,6,4,10,0,0,0,39,1,0
ST_05174,5.65,1,96,6,6,8,4,10,0,1,1,82,0,0
ST_05175,7.51,0,48,2,1,1,7,10,0,2,1,75,3,0
ST_05176,9.17,2,96,9,8,2,6,6,0,3,0,99,1,1
ST_05177,9.48,0,95,3,1,3,6,9,2,4,2,91,0,1
ST_05178,5.89,2,59,1,6,7,10,8,1,3,1,47,0,0
